Division	Class	Order	Species	SFLAG	STAGE	Author	AphiaID	Trophy	Geometric shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted	Unit	Size range	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No. of cells/ counting unit	Calculated  volume µm3	Comment	Filament: length of cell (µm)	Calculated Carbon pg/counting unit	Comment on Carbon calculation	Corrections/Additions 2013
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros constrictus			Gran 1897		AU	oval cylinder	p/4*d1*d2*h	3			cell	 19x19				19,0	19,0	14,0	1	3 967			239		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros constrictus			Gran 1897		AU	oval cylinder	p/4*d1*d2*h	4			cell	30x30				30,0	30,0	15,0	1	10 598			529		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros constrictus			Gran 1897		AU	oval cylinder	p/4*d1*d2*h	5			cell	10-14x8				8,0	12,0	10,0	1	754			62		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros contortus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	1			cell	 7-12x12 				12,0	12,0	7,0	1	791			65		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros contortus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	2			cell	 6-9x12 				12,0	9,0	6,0	1	509			45		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros contortus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	3			cell	14x19 				19,0	14,0	7,0	1	1 462			106		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros convolutus			Castracane 1886		AU	oval cylinder	p/4*d1*d2*h	1			cell	 16x19 				19,0	16,0	16,0	1	3 818			231		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros convolutus			Castracane 1886		AU	oval cylinder	p/4*d1*d2*h	2			cell	 20x41 				41,0	20,0	20,0	1	12 874			620		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros convolutus			Castracane 1886		AU	oval cylinder	p/4*d1*d2*h	3			cell	12-16x10-14				12,0	14,0	8,4	1	1 108	HD fac.=0.60		85		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros convolutus			Castracane 1886		AU	oval cylinder	p/4*d1*d2*h	4			cell	16-20x14-18				16,0	18,0	10,8	1	2 442	HD fac.=0.60		161		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros convolutus			Castracane 1886		AU	oval cylinder	p/4*d1*d2*h	5			cell	20-24x18-22				20,0	22,0	13,2	1	4 559	HD fac.=0.60		267		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros convolutus			Castracane 1886		AU	oval cylinder	p/4*d1*d2*h	6			cell	10-14x12-16				14,0	12,0	7,2	1	950	HD fac.=0.60		75		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros convolutus			Castracane 1886		AU	oval cylinder	p/4*d1*d2*h	7			cell	14-18x16-20				18,0	16,0	9,6	1	2 170	HD fac.=0.60		146		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros convolutus			Castracane 1886		AU	oval cylinder	p/4*d1*d2*h	8			cell	18-22x20-24				22,0	20,0	12,0	1	4 145	HD fac.=0.60		247		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros convolutus			Castracane 1886		AU	oval cylinder	p/4*d1*d2*h	9			cell	25x15				15,0	25,0	15,0	1	4 416	HD fac.=0.60		260		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros convolutus			Castracane 1886		AU	oval cylinder	p/4*d1*d2*h	10			cell	15x25				25,0	15,0	9,0	1	2 649	HD fac.=0.60		172		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros coronatus			Gran 1897		AU	oval cylinder	p/4*d1*d2*h	1			cell	10-12x20-24				22,0	11,0	9,0	1	1 710			121		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros coronatus			Gran 1897		AU	oval cylinder	p/4*d1*d2*h	2			cell	12-18x25-35				30,0	15,0	12,0	1	4 239			252		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros crinitus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	1			cell	 8x22 				22,0	8,0	8,0	1	1 105			85		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros crinitus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	2			cell	 6x6 				6,0	6,0	6,0	1	170			19		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros curvisetus			P.T. Cleve 1889		AU	oval cylinder	p/4*d1*d2*h	1			cell	15x15				15,0	15,0	7,5	1	1 325	HD fac.=0.5		98		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros curvisetus			P.T. Cleve 1889		AU	oval cylinder	p/4*d1*d2*h	2			cell	25x16				16,0	25,0	12,5	1	3 925	HD fac.=0.5		237		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros curvisetus			P.T. Cleve 1889		AU	oval cylinder	p/4*d1*d2*h	3			cell	30x20				20,0	30,0	15,0	1	7 065	HD fac.=0.5		381		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros danicus			P.T.Cleve 1889		AU	oval cylinder	p/4*d1*d2*h	1			cell	 10x11 				11,2	9,8	7,4	1	633	HD fac.=0.75		54		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros danicus			P.T.Cleve 1889		AU	oval cylinder	p/4*d1*d2*h	2			cell	 15-16x12-17 				14,5	15,5	11,6	1	2 051	HD fac.=0.75		140		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros danicus			P.T.Cleve 1889		AU	oval cylinder	p/4*d1*d2*h	3			cell	 17-18x11-13 				12,0	17,5	13,1	1	2 164	HD fac.=0.75		146		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros danicus			P.T.Cleve 1889		AU	oval cylinder	p/4*d1*d2*h	4			cell	 16-18x16-17 				16,5	17,0	12,8	1	2 807	HD fac.=0.75		180		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros danicus			P.T.Cleve 1889		AU	oval cylinder	p/4*d1*d2*h	5			cell	 16-18x21-23 				22,4	17,0	12,8	1	3 811	HD fac.=0.75		231		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros danicus			P.T.Cleve 1889		AU	oval cylinder	p/4*d1*d2*h	6			cell	 20x14-17 				15,5	20,0	15,0	1	3 650	HD fac.=0.75		223		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros danicus			P.T.Cleve 1889		AU	oval cylinder	p/4*d1*d2*h	7			cell	 20x22-26 				24,0	20,0	15,0	1	5 652	HD fac.=0.75		318		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros danicus			P.T.Cleve 1889		AU	oval cylinder	p/4*d1*d2*h	8			cell	 22-23x16-17 				16,5	22,5	16,9	1	4 918	HD fac.=0.75		284		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros danicus			P.T.Cleve 1889		AU	oval cylinder	p/4*d1*d2*h	9			cell	 25x20 				20,0	25,0	18,8	1	7 359	HD fac.=0.75		394		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros danicus			P.T.Cleve 1889		AU	oval cylinder	p/4*d1*d2*h	10			cell	35x20				20,0	35,0	26,3	1	14 424	HD fac.=0.75		680		2013 correction: New size class by Kaire
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros debilis			P.T. Cleve 1894		AU	oval cylinder	p/4*d1*d2*h	1			cell	 12-15x7 				7,0	13,8	10,3	1	779	HD fac.=0.75		64		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros debilis			P.T. Cleve 1894		AU	oval cylinder	p/4*d1*d2*h	2			cell	11-15x15				15,0	13,0	9,8	1	1 492	HD fac.=0.75		108		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros debilis			P.T. Cleve 1894		AU	oval cylinder	p/4*d1*d2*h	3			cell	 15-20x15 				15,0	17,5	13,1	1	2 705	HD fac.=0.75		175		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros debilis			P.T. Cleve 1894		AU	oval cylinder	p/4*d1*d2*h	4			cell	20-30x12-15				13,5	25,0	18,8	1	4 968	HD fac.=0.75		286		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros debilis			P.T. Cleve 1894		AU	oval cylinder	p/4*d1*d2*h	5			cell	 33x12 				12,0	33,0	24,8	1	7 694	HD fac.=0.75		408		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros decipiens			P.T. Cleve 1873		AU	oval cylinder	p/4*d1*d2*h	1			cell	 15x11 				11,0	15,0	10,0	1	1 295			96		2013 correction by Susanne - size range
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros decipiens			P.T. Cleve 1873		AU	oval cylinder	p/4*d1*d2*h	2			cell	 16x21 				21,0	16,0	16,0	1	4 220			251		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros decipiens			P.T. Cleve 1873		AU	oval cylinder	p/4*d1*d2*h	3			cell	 27.5x16 				16,0	27,5	21,0	1	7 253			389		2013 correction by Susanne - size range
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros decipiens			P.T. Cleve 1873		AU	oval cylinder	p/4*d1*d2*h	4			cell	 30x19 				19,0	30,0	30,0	1	13 424			641		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros decipiens			P.T. Cleve 1873		AU	oval cylinder	p/4*d1*d2*h	5			cell	70x22 				22,0	70,0	30,0	1	36 267			1 436		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros densus			P.T. Cleve 1901		AU	oval cylinder	p/4*d1*d2*h	1			cell	40x20				20,0	40,0	25,0	1	15 700			728		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros diadema			(Ehrenberg) Gran 1897		AU	oval cylinder	p/4*d1*d2*h	1			cell	 20x17 				17,0	20,0	15,0	1	4 004	HD fac.=0.75		240		2013 correction by Susanne -  correction size range
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros diadema			(Ehrenberg) Gran 1897		AU	oval cylinder	p/4*d1*d2*h	2			cell	 20x15 				15,0	20,0	15,0	1	3 533	HD fac.=0.75		217		2013 correction by Susanne -  correction size range
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros diadema			(Ehrenberg) Gran 1897		AU	oval cylinder	p/4*d1*d2*h	3			cell	 15-25x30 				30,0	20,0	15,0	1	7 065	HD fac.=0.75		381		2013 correction size range
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros diadema			(Ehrenberg) Gran 1897		AU	oval cylinder	p/4*d1*d2*h	4			cell	 15-25x20 				20,0	20,0	15,0	1	4 710	HD fac.=0.75		274		2013 correction size range
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros diadema			(Ehrenberg) Gran 1897		AU	oval cylinder	p/4*d1*d2*h	5			cell	 28-40x27 				27,0	34,0	25,5	1	18 376	HD fac.=0.75		827		2013 correction by Susanne : size range 
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros didymus var. anglica			(Grunow in Van Heurck) Gran 1908		AU	oval cylinder	p/4*d1*d2*h	1			cell	12-18x25-35				30,0	15,0	12,0	1	4 239			252		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros didymus var. didymus			Ehrenberg 1845		AU	oval cylinder	p/4*d1*d2*h	1			cell	 15-25x10-18 				14,0	20,0	10,0	1	2 198	HD fac.=0.5		148		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros didymus var. didymus			Ehrenberg 1845		AU	oval cylinder	p/4*d1*d2*h	2			cell	 25-35x18-25 				21,5	30,0	15,0	1	7 595	HD fac.=0.5		404		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros didymus var. didymus			Ehrenberg 1845		AU	oval cylinder	p/4*d1*d2*h	3			cell	 10-15x 15-25 				20,0	12,5	6,3	1	1 227			92		2013 correction by Helena: correction order 
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros didymus var. protuberans			(Lauder) Gran & Yendo 1914		AU	oval cylinder	p/4*d1*d2*h	1			cell	 20-30 x 15-25 				20,0	25,0	12,5	1	4 906			284		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros eibenii			Grunow in Van Heurck 1882		AU	oval cylinder	p/4*d1*d2*h	1			cell	15-25x15-25				20,0	20,0	15,0	1	4 710			274		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros gracilis			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	1			cell	 3x6				6,0	3,0	2,4	1	34	HD fac.=0.8		5		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros gracilis			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	2			cell	 4x5				5,0	4,0	3,2	1	50	HD fac.=0.8		7		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros gracilis			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	3			cell	 5x7				7,3	5,0	4,0	1	114	HD fac.=0.8		13		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros gracilis			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	4			cell	 6x8				8,0	6,0	4,8	1	181	HD fac.=0.8		20		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros holsaticus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	1			cell	 6x8				8,0	6,0	4,5	1	170	HD fac.=0.75		19		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros holsaticus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	2			cell	 7-8x8				8,0	7,5	5,6	1	265	HD fac.=0.75		27		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros holsaticus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	3			cell	 8-9x8-12				10,0	8,5	6,4	1	425	HD fac.=0.75		39		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros holsaticus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	4			cell	 10-12x9-12				10,5	11,0	8,3	1	748	HD fac.=0.75		62		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros holsaticus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	5			cell	 13-14x10-12				11,0	13,5	10,1	1	1 180	HD fac.=0.75		89		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros holsaticus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	6			cell	 15x10				10,0	15,0	11,3	1	1 325	HD fac.=0.75		98		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros impressus			K.G. Jensen & Moestrup 1998		AU	oval cylinder	p/4*d1*d2*h	1			cell	 16-18x12-13				12,5	17,0	12,8	1	2 127	HD fac.=0.75		144		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros impressus			K.G. Jensen & Moestrup 1998		AU	oval cylinder	p/4*d1*d2*h	2			cell	 16-18x20-22				21,0	16,8	13,4	1	3 722	HD fac.=0.8		227		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros impressus			K.G. Jensen & Moestrup 1998		AU	oval cylinder	p/4*d1*d2*h	3			cell	 18-20x18-20				19,0	18,5	14,8	1	4 084	HD fac.=0.8		244		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros impressus			K.G. Jensen & Moestrup 1998		AU	oval cylinder	p/4*d1*d2*h	4			cell	 20x23-27				25,0	20,0	15,0	1	5 888	HD fac.=0.75		329		Correction 2013 by Helena: Take away "m" from Size range.
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros impressus			K.G. Jensen & Moestrup 1998		AU	oval cylinder	p/4*d1*d2*h	5			cell	 25x20				20,0	25,0	18,8	1	7 359	HD fac.=0.75		394		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros ingolfianus			Ostenfeld 1902		AU	oval cylinder	p/4*d1*d2*h	1			cell	7-9x8-12				10,0	8,0	6,0	1	377	HD fac.=0.7		35		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros ingolfianus			Ostenfeld 1902		AU	oval cylinder	p/4*d1*d2*h	2			cell	9-11x13-17				15,0	10,0	7,5	1	883	HD fac.=0.7		71		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros ingolfianus			Ostenfeld 1902		AU	oval cylinder	p/4*d1*d2*h	3			cell	12-14x18-22				20,0	13,0	9,8	1	1 990	HD fac.=0.7		136		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros laciniosus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	1			cell	 6-8x13-21				17,0	7,0	7,0	1	654			55		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros laciniosus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	2			cell	 9-13x13-21				18,0	11,0	10,0	1	1 554			112		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros laciniosus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	3			cell	 14-18x13-21				18,0	15,0	12,0	1	2 543			166		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros laciniosus			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	4			cell	 18-20x16-28				21,0	19,0	13,0	1	4 072			244		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros lauderi			Ralfs in Lauder 1864		AU	oval cylinder	p/4*d1*d2*h	1			cell	 15-17x28				28,0	16,0	9,0	1	3 165			199		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros lauderi			Ralfs in Lauder 1864		AU	oval cylinder	p/4*d1*d2*h	2			cell	 17-19x32				32,0	18,0	9,0	1	4 069			244		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros lauderi			Ralfs in Lauder 1864		AU	oval cylinder	p/4*d1*d2*h	3			cell	 20-22x44				44,0	21,0	12,0	1	8 704			451		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros lorenzianus			Grunow 1863		AU	oval cylinder	p/4*d1*d2*h	1			cell	 12x34				34,0	12,0	9,0	1	2 883			184		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros lorenzianus			Grunow 1863		AU	oval cylinder	p/4*d1*d2*h	2			cell	 24x48				48,0	24,0	14,0	1	12 660			612		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros lorenzianus			Grunow 1863		AU	oval cylinder	p/4*d1*d2*h	3			cell	 30x30				30,0	30,0	19,0	1	13 424			641		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros lorenzianus			Grunow 1863		AU	oval cylinder	p/4*d1*d2*h	4			cell	15-20x17-30				23,0	17,5	11,0	1	3 476			214		2013 correction by Irina and Janina: new size class
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros lorenzianus			Grunow 1863		AU	oval cylinder	p/4*d1*d2*h	5			cell	20-25x15-25				20,0	22,5	12,0	1	4 239			252		2013 correction by Irina and Janina: new size class
